,1_3m,2_3m,3_3m,6_3m,7_3m,8_3m,10_3m,12_3m,13_3m,14_4m,15_3m,16_4m
C21H28O9N2,12.34415744,13.06114069,16.14740311,15.22925718,16.76063796,15.52016682,17.26510889,13.49887442,11.74654777,14.54905352,13.68577688,13.71268198
C23H32O9,73.65079207,77.77633628,86.44014759,82.92423007,87.12219751,89.2543666,87.67191607,74.25424204,77.92951532,80.79715752,82.73337888,85.82267197
C24H36O8,18.16979222,18.04566112,19.33368141,17.30251886,18.0528281,20.88251651,19.06101148,17.19473848,19.48343405,17.82504854,19.01468497,18.58431458
C19H19O12N1,9.529122487,7.409304504,9.275542924,8.722101249,7.492391398,8.95906254,8.558335792,7.939231717,8.269669786,8.283625329,8.318493803,8.294384934
C20H23O11N1,29.5013499,29.8411508,34.41714874,32.3972881,33.36782335,34.34189405,33.99870913,29.63185914,27.63298941,32.92086831,29.53179828,31.87927187
C19H23O10N3,8.480190216,7.960915413,10.21414142,9.232062912,7.804537499,9.958863224,9.690660542,7.620907559,8.988031715,8.471016051,9.039531066,9.192571128
C21H27O10N1,26.70731542,26.61497686,29.75713484,29.92945804,30.16591593,29.21770805,30.11891691,25.56362237,23.43154098,28.80274022,27.72755942,27.88672392
C20H27O9N3,6.377610416,6.706295903,7.671446206,7.150460126,7.04769833,7.563062677,8.307042039,6.448690952,6.253471339,6.806715088,7.55556336,6.575956223
C22H31O9N1,10.41815632,9.51530196,11.38876308,10.76193239,11.01821083,10.92581952,11.47385637,9.362733819,7.434633215,9.582673574,10.7079673,9.5821359
C19H18O13,25.26813303,19.37786031,20.8379406,17.50685098,17.20405685,21.23595282,19.99886653,19.30525001,23.28685189,21.13512347,21.2552607,20.61915054
C20H22O12,109.4750882,103.7838815,121.8544308,105.9844824,111.5833276,121.8393218,119.0495643,102.2677768,106.4547247,118.2903027,112.8626448,116.0229571
C19H22O11N2,16.23689852,15.16282046,19.95424652,16.66084092,14.96541194,19.21584589,18.33852488,14.1759086,15.82163298,18.47813578,15.81905901,17.04702901
C21H26O11,179.8811862,191.6942077,217.9309645,201.5947717,222.5830253,220.7100047,220.8844552,183.6005961,177.1228723,204.1900868,204.3761178,210.691779
C20H26O10N2,18.67346001,20.3296603,23.71410386,22.61308205,24.03079714,23.88839421,23.9690442,20.38238699,17.66883098,23.1521024,20.57449303,21.36593264
C22H30O10,131.8274376,143.4374774,160.7153795,151.9705237,170.2783844,162.2744843,164.8165378,134.1730654,132.8224961,154.4019194,152.0060637,158.429898
C21H30O9N2,5.359435838,4.951232763,6.604044394,5.173543612,6.116531291,5.410713091,6.326407329,4.020330368,4.517159982,5.878465734,5.486582073,4.994410933
C23H34O9,39.6899297,43.42590415,46.61352339,44.28190258,46.59188384,47.19363484,47.54152577,41.04394403,44.06878565,45.6881736,44.89157564,47.32048315
C24H38O8,6.728245369,6.366559828,6.774208939,5.759582633,5.747350966,7.694644732,6.833278682,6.149561617,8.275945109,6.403773071,6.574842742,7.020098795
C19H21O12N1,15.13639929,13.96089749,15.46729435,12.91580161,12.65311763,15.88200845,15.90749749,14.28819073,12.99671856,15.99399643,13.54214534,14.37178731
C20H25O11N1,29.16305948,30.56460715,33.50635087,31.78907417,33.89181648,33.75920961,33.17459456,27.20566879,24.87267633,32.90446932,30.53827935,30.68599217
C19H25O10N3,5.508960364,6.635561312,5.794605675,5.408639113,6.25936841,7.06146423,6.387313239,5.597135901,4.893636158,5.797619091,5.853152114,5.214353644
C21H29O10N1,16.68865828,17.20872101,19.95991626,20.13875185,20.33906763,18.05405565,19.592476,15.45341861,14.2603891,17.27408694,17.804606,17.06780298
C22H16O11,10.13646851,6.224718704,4.589962936,4.837833198,3.712956326,4.069432994,4.327590742,3.78740093,8.763264701,3.924025423,4.48086326,4.608875057
C19H20O11S1,7.796341842,5.119969132,4.561147232,3.796192959,4.910318584,4.079698307,5.608151492,4.651302842,6.064917863,2.912914505,4.806164011,4.439089342
C19H20O13,45.29717665,36.33110026,42.70579587,33.88256774,34.69751953,44.41014669,41.32971031,36.48750477,42.9503888,39.70928668,40.08956108,40.67636874
C23H20O10,10.88437537,8.055674582,5.229418016,6.084298661,5.264415208,5.428500586,5.846762603,5.710413213,7.946323109,6.456813806,6.586940649,5.889997329
C20H24O10S1,11.5664225,8.500664923,8.592701138,9.087167577,8.229710578,8.516155961,8.811676333,7.323095027,7.175655027,8.027433286,8.753377395,7.648132884
C20H24O12,138.6388597,135.2302036,159.0471066,136.321207,151.5371764,162.7675321,157.3171167,128.343306,135.7526388,148.9451849,149.3503797,152.1738812
C19H24O11N2,12.42016311,12.42832801,14.66884468,12.8223677,13.49911353,15.50033989,13.945217,12.37036354,12.03912503,14.68046132,12.90515972,13.05190423
C24H24O9,11.07253319,7.992331298,6.725131053,6.139480401,6.455910489,6.030024569,6.935316831,6.640388914,6.986515973,7.254763576,7.735561493,6.652940227
C21H28O9S1,10.32463323,7.462360917,8.17281144,7.73956226,6.947609839,7.405510346,7.597481433,5.711420123,5.821457518,6.17259483,6.580241605,6.898433017
C21H28O11,150.1537061,159.2102508,179.5094869,170.8842951,195.5181966,184.1183566,186.4579763,151.9519345,151.0130936,170.8748924,172.3427709,177.2934532
C20H28O10N2,7.892788144,8.988929531,9.737133549,8.47523742,9.135925758,10.00456569,9.992007884,7.953763473,7.256155431,8.160087038,8.511929326,9.109337417
C25H28O8,9.012286777,8.251915033,6.789630871,5.977306075,5.903805862,6.023872198,7.416769818,6.264002252,6.761157484,5.539934361,6.286806756,5.991441823
C22H32O10,67.72479098,72.15284085,81.52283928,77.92243546,88.81458757,84.83709733,82.90628163,70.41090582,72.44108421,77.15992935,80.66833744,84.12995268
C23H36O9,13.64551444,14.65638653,15.05307908,13.6015273,16.16739485,15.53320433,14.65399308,13.25129884,15.00511485,14.33098872,15.48411006,15.13345902
C19H23O12N1,14.78399181,14.66889524,17.91290984,14.73529603,14.51627029,18.47730671,17.0515163,13.5797879,13.19834734,15.89337786,14.89069197,15.20124038
C22H23O8N3,7.657780346,6.39486136,7.141079672,4.495283847,4.991084565,5.59599996,5.985336164,3.999802124,4.948371088,5.075907346,5.706819504,5.427132915
C20H27O11N1,17.8038212,18.55638634,20.04258377,20.31970244,22.40023486,19.97597725,21.59772319,16.64699342,16.34944496,19.09778356,20.08209607,19.15558092
C21H31O10N1,7.208578604,7.162786264,8.326675651,7.744778205,8.438017748,7.824498611,7.311085503,6.024921868,5.865938921,0,6.847057946,6.841292745
C18H18O14,7.867268221,5.698171998,6.929913705,5.195181332,5.566873423,6.948036556,6.109765584,5.903940232,8.687207231,6.465661981,6.827104913,7.470615966
C22H18O11,14.47842454,9.44196453,7.470565771,7.233323355,7.3876716,6.182284106,6.982300583,9.133310968,12.38561681,6.625674452,8.39660047,7.203076579
C19H22O11S1,12.43698806,9.656734928,10.23968271,7.58778227,10.2707367,9.428018083,10.17311245,10.4526869,9.793916083,8.505785771,10.62843191,9.259624652
C19H22O13,51.61942471,44.1434879,53.94726364,39.85525139,44.92793388,56.37516412,51.37128784,46.59438084,53.22101921,51.30619643,52.37759978,52.13106717
C23H22O10,17.86514825,13.03434126,11.80400616,10.2779982,11.35482944,11.15251247,12.0396027,11.49778266,14.79622921,10.45959179,12.52658511,10.82078357
C20H26O10S1,18.2273388,15.69810289,17.24892855,15.07322622,16.07714993,16.02624509,16.50391462,14.87730706,14.41391296,13.35871026,15.29331911,15.61596475
C20H26O12,102.9658193,105.3914671,121.3281889,107.1623242,126.5129804,128.8365313,126.8212764,107.4258278,109.7716404,113.8109199,118.1755585,121.5509388
C19H26O11N2,6.577273881,5.959309137,6.728212491,5.596471903,8.161312774,7.17387695,5.766700024,6.647729578,5.732322773,6.514104379,6.649379641,6.509242926
C24H26O9,18.46723813,14.68761003,14.11755466,13.28756237,14.10029346,14.94228699,14.91416338,12.75910391,15.13428414,14.0577048,15.49118901,14.54874149
C21H30O9S1,12.98734217,9.696919739,10.774856,10.47864267,10.75070292,9.920742079,10.0432355,7.872008292,9.133932249,7.126772926,10.19247657,9.203777101
C21H30O11,72.61708275,78.49428518,85.84837205,80.7852372,100.5217691,91.32481121,92.89137634,77.95510155,79.781957,80.36054474,86.43693684,87.37610184
C25H30O8,15.0287867,13.12396945,13.90349687,12.82275957,11.09640878,11.92033242,12.47164667,9.679898565,11.39564155,11.61335911,12.97262995,11.66752364
C22H34O10,20.75328232,23.02500756,24.11547478,22.07882367,26.42129677,25.90101104,26.57334197,23.58640414,23.72232613,23.7467076,25.64259606,26.03542991
C26H34O7,7.810852799,5.486518971,6.177970378,5.720212823,5.097022825,6.362970354,6.417584196,5.519565747,5.825904381,5.057193255,5.946811829,5.94036248
C22H21O10N1,8.088537923,6.078440683,4.620660735,3.540125098,3.78068713,4.390227408,6.011145412,4.391535846,4.597641717,4.87211044,4.535110618,4.624860007
C21H21O9N3,9.313873179,8.584603073,8.436773254,6.80549588,7.23348647,8.247745669,7.749151267,7.271541264,6.659133124,5.631104389,6.083645256,6.646129218
C19H25O12N1,9.59139753,10.35838553,12.76471945,9.843477925,11.58661517,10.72772569,11.55412507,9.285642681,9.755896682,10.27453673,11.12832374,10.80626576
C23H25O9N1,7.154845802,5.988830608,6.92323156,5.603350027,5.857407582,5.849890155,6.518011249,5.28947814,5.807981342,6.076398809,0,4.685871981
C22H25O8N3,9.626680423,8.960069709,10.06421828,9.80168424,8.861301267,9.840850969,9.595875427,6.897156689,6.60078647,8.594444344,8.133549578,7.876536061
C20H29O11N1,7.851008278,8.42082945,8.335237213,7.863865676,9.697023412,8.86158893,9.617055445,7.964271502,0,8.851303573,8.544369174,7.437003788
C21H16O12,12.76661393,7.340946417,6.187877347,4.926373634,5.2534515,6.00196725,6.162403683,6.845250996,9.418035311,3.658558576,7.932506195,6.18030181
C18H20O14,8.942450212,6.488051281,7.468151676,6.442859958,6.251956026,8.49221409,7.303193408,8.456934699,9.981452656,8.925187431,8.301408047,7.053493486
C22H20O11,23.61352103,16.0723428,14.58717015,12.62917365,15.95335509,14.17481688,15.96780087,15.39817545,19.09064419,13.52756576,17.18514007,15.06065321
C19H24O11S1,18.87682241,16.5358744,18.06160281,16.62519713,18.6753176,18.97874878,19.3675692,16.27108676,16.4747962,17.51095733,18.48969669,17.23333298
